Project,Bug ID,Severity Label,Resolution Status,Short Description
Bugzilla,449184,minor,FIXED,Classification should not appear in new bugmail when useclassification = 0
CDT,206952,minor,FIXED,add constructor methods to AST node classes
Firefox,439232,minor,FIXED,Search engine manager does not handle large icons correctly
Core,352022,minor,FIXED,"Round-trip paren change with ""let"" and ""delete"""
CDT,183443,minor,FIXED,Incorrect syntax highlighting of preprocessor # operator.
Bugzilla,528789,minor,FIXED,Download page update: localized templates
Bugzilla,406758,minor,FIXED,buglist help for keywords says tag
JDT,148321,minor,FIXED,"Fix APT plugin manifests (unused dependencies, exports)"
Bugzilla,478234,minor,FIXED,Firefox is unable to pass stored credentials to the mini login form when you have several user accounts
Bugzilla,456058,minor,FIXED,Extra space included in hyperlink to commenter mailto
Firefox,642355,minor,FIXED,"""You're about to close 2 tabs..."" dialog when closing popup window; triggered by Print Preview"
Core,450865,minor,FIXED,c++ style comment in js/src/jsemit.c
Platform,192241,minor,FIXED,[Help] Bookmarks to welcome pages cannot be opened
Core,380590,minor,FIXED,"WARNING: Don't call ContinueInterruptedParsing on a blocked parser.: file nsParser.cpp, line 1105"
Bugzilla,328379,minor,FIXED,Fix spelling: 'visitng' -> 'visiting'
CDT,311031,minor,FIXED,[event] Double-click event is swallowed by AbstractLaunchVMProvider
Firefox,734043,minor,FIXED,Error: node.parentNode is null when I click x button of thumbnail quickly in newTab page
Bugzilla,469068,minor,FIXED,SMTP parameters not documented
CDT,137970,minor,FIXED,No default debugger in C++ managed project
JDT,334397,minor,FIXED,Backport: [jar exporter] Cannot export JAR to a project folder of a project outside the workspace
Firefox,688439,minor,FIXED,Fix insideOutBox so that DOCTYPE is not nested inside of <html>
Core,530392,minor,FIXED,Replace PR_MIN/PR_MAX with NS_MIN/NS_MAX in /xpfe/
Platform,240590,minor,FIXED,[DataBinding] MultiValidator should set the new validation status outside the observable tracking runnable
Bugzilla,589525,minor,FIXED,"Useless text ""text"" at line 1821 of administration.xml"
Platform,196231,minor,FIXED,[History View] Menu entries for viewers unchecked while viewers are visible
Bugzilla,357537,minor,FIXED,MIME-Types version requirement is at least 0.02
Core,356247,minor,FIXED,"Round-trip bracing change with ""let {} = [1];"" in a loop"
Platform,166942,minor,FIXED,Application does not start maximized if setMaximized called before Shell.open()
Bugzilla,345244,minor,FIXED,Bug template creation window has silly title
Bugzilla,379787,minor,FIXED,Flag request mail has a blank requestee when requestee doesn't get the mail
Firefox,322610,minor,FIXED,Page Info needs a hook in grabAll() for extensions/overlays to use
Platform,306039,minor,FIXED,"Windows 7 Jump List items impose ""standard"" on arguments passed to new instance"
Core,332811,minor,FIXED,Backspace in readonly input triggers history.back() (part 2)
CDT,242607,minor,FIXED,AbstractIndexerTask does not parse Fortran linkage
Bugzilla,452746,minor,FIXED,Link to the bug in the bug header/title bar includes a space
JDT,167714,minor,FIXED,[quick assist] add commands for refactoring quick fixes to support keybindings
Bugzilla,633041,minor,FIXED,Bug.add_attachment is missing an error code and should fill in content_type for patches
Platform,183519,minor,FIXED,3.3 presentation: Change state on implicit maximise/restore
Bugzilla,405970,minor,FIXED,checksetup.pl is really slow when there's nothing to do
Core,397149,minor,FIXED,"nsCSSValueList leak with invalid value for ""content"" property"
Core,403310,minor,FIXED,MathML attribute->style mapping hits security error due to script on the stack
Core,357044,minor,FIXED,"[reflow-branch] ASSERTION: Different heights?: 'mButtonFrame->GetSize().height == mDisplayFrame->GetSize().height', file nsComboboxControlFrame.cpp, line 698"
Core,523323,minor,FIXED,Page Title Empty in PDF Printing Dialogue
Firefox,627228,minor,FIXED,"""Name this tab group"" textbox shrinks when focused"
Firefox,523057,minor,FIXED,"dragging an HTML link from Thunderbird email to Firefox , Firefox displays web address in the URL bar twice"
Firefox,530386,minor,FIXED,Replace PR_MIN/PR_MAX with NS_MIN/NS_MAX in toolkit/components/url-classifier
Core,470736,minor,FIXED,"10% slower with anonymous function and let: ""can't trace with activation object on scopeChain"""
CDT,285746,minor,FIXED,Replace deprecated class org.eclipse.ui.views.navigator.LocalSelectionTransfer
Platform,135446,minor,FIXED,[DataBinding] Provide javadoc for TextObservableValue
Thunderbird,714390,minor,FIXED,Folder Location and Mail Views items are cut off in the customize toolbar dialog
Bugzilla,584018,minor,FIXED,"@foo= bar in email_in.pl is not parsed correctly, due to a missing whitespace before ""="""
Thunderbird,398468,minor,FIXED,Typos in privacy.xul (xul separators)
Core,326939,minor,FIXED,x.compareDocumentPosition(x) should return 0 for unowned attributes.
Platform,334444,minor,FIXED,[Help] Scope dialog from Help View should be resizeable
JDT,153048,minor,FIXED,rulerColumn.xsd documentation mentions enableRulerContributions
Firefox,426026,minor,FIXED,Back/forward buttons disappear when moving from 1.8 to 1.9 if they've been moved
Thunderbird,340373,minor,FIXED,"Escape key should cancel ""send in Unicode (UTF-8)?"" dialog"
Core,335477,minor,FIXED,Remove unused nsTextFrame mPresContext
Bugzilla,477420,minor,FIXED,Rename some of the token names used in attachment.cgi
Core,689043,minor,FIXED,Clean up xulrunner/makefiles.sh
Bugzilla,578267,minor,FIXED,Fix a few minor UI issues with the new keyword autocomplete changes
Bugzilla,378908,minor,FIXED,Edit Group Access Controls hint for Default Default is missing a period
Core,410970,minor,FIXED,"spell checker doesn't like most variations of anthropomorphize , euthanize, ..."
Platform,310612,minor,FIXED,Quick fix wizard should not let the user finish if nothing has been selected
Core,331482,minor,FIXED,"Wrong line number reported in js console, with textarea in page"
JDT,255381,minor,FIXED,Inconsistent Default Filtered resources
Platform,328395,minor,FIXED,The Document 's Tree Line Tracker breaks when part of a line delimiter is replaced
Thunderbird,439304,minor,FIXED,"Assertions when autocompleting recipient (ASSERTION: Replacing?: '!m_AddressList || NS_FAILED(m_AddressList->IndexOf(0, aDirectory, &pos))')"
Thunderbird,363993,minor,FIXED,"Trunk: ""Click to always load..."" fails for existing address card"
Core,701584,minor,FIXED,Mini-abstract some offsetofs noted in the initial patch for bug 699185
JDT,262511,minor,FIXED,Bad quick fixes for The type X is not visible
Bugzilla,458627,minor,FIXED,"""My Requests"" link no longer displayed in the footer of page.cgi"
Firefox,597119,minor,FIXED,Link hover in location bar: texture corruption in transition
Core,591864,minor,FIXED,Convert nsCOMPtr<Element> to nsRefPtr for mImageElement in nsIdentifierMapEntry
Core,534841,minor,FIXED,"SVG filter feFunc[RGBA] of type=""gamma"" without amplitude attribute removes the color"
Firefox,421773,minor,FIXED,Awesomecomplete shows a non-integer number of items if some pages lack titles
Core,582341,minor,FIXED,Browser freezes when javascript.options.methodjit.chrome is true
Core,339430,minor,FIXED,Triple click selects the wrong text (previous text) in this case
CDT,170464,minor,FIXED,Can't disable binary parser
CDT,170398,minor,FIXED,org.eclipse.cdt.core.parser.CodeReader defects
Core,399495,minor,FIXED,nsCSSParser/Scanner: include '(' within the function token
Platform,126170,minor,FIXED,"nag-screen ""multiple errors have occured"""
Core,575900,minor,FIXED,Remove unneeded QIs from CSS Rule classes
Firefox,442196,minor,FIXED,"""Open with"" using a nonexistent program makes FF think it's called ""(null)"""
Core,446464,minor,FIXED,File permissions get modified while zipping an attachment
CDT,166772,minor,FIXED,Binary Search Thread error when I close the project
Core,424361,minor,FIXED,xf:resource only works if it's the first element in xf:submission
Core,552914,minor,FIXED,nsEditor::mFlags is never modified by SetFlags()
Core,511718,minor,FIXED,Fix compiler warnings about redefining LOG in necko
Firefox,637337,minor,FIXED,Website's title remains  active during zoom in animation from stacked pile in Panorama
Platform,188475,minor,FIXED,[Help] Remove references to loadBookAtOnceLimit from documentation
Core,473228,minor,FIXED,JavaScript delete operation on Object properties unexpectedly slow
Platform,253100,minor,FIXED,'Builders' property page should remember it has warned the user
Core,348712,minor,FIXED,RTL Caret for GTK2 on 1.8 Branch
CDT,127997,minor,FIXED,"""open definition"" chooses first matching method even in wrong class"
Core,367375,minor,FIXED,Dynamic changes to table-layout property have no visible effect
Firefox,652034,minor,FIXED,Firefox 4 hides/reduces the text area of popular Cbox's chatboxes (HTML/Ajax chat) after restarting the browser
Core,504423,minor,FIXED,ReadAnnotationEntry leaks key if nsCStringKey sets rv to failure
Core,551529,minor,FIXED,"Make __count__ non-special, either by removing it or by making it a getter on Object.prototype"
Firefox,382618,minor,FIXED,remove /toolkit/components/url-classifier/content/js/lang.js
Core,330175,minor,FIXED,Selecting Arabic text inside Latin text does not follow standard
Bugzilla,361877,minor,FIXED,"Argument """" isn't numeric in numeric gt (>) at data/template/template/en/default/global/user-error.html.tmpl line 1526"
JDT,190965,minor,FIXED,[compiler] useless assignment to local variable parameters in Scope line 431
Platform,141489,minor,FIXED,TableEditor background color artifacts on scrolling
Platform,170466,minor,FIXED,StyledText shows rendering problems with 'snowman' unicode character
Core,711818,minor,FIXED,MOZILLA_GUARD_OBJECT_NOTIFIER* should use a MOZ_ prefix to follow MFBT style
Core,398816,minor,FIXED,nsBaseDragService leak
CDT,275188,minor,FIXED,Tool option orders in Property Pages differ from spec. in plugin.xml
Core,489887,minor,FIXED,Inconsistent bidi with empty text node
Firefox,346757,minor,FIXED,Toolbars now shown in toolbar context menu on first open
Bugzilla,486056,minor,FIXED,"Should not use raw ""Bug"" word in the description of FIELD_TYPE_BUG_ID"
Core,334716,minor,FIXED,Ineffective allocation check in nsParserService::CreateEntry (nsParserService.cpp)
Platform,157862,minor,FIXED,[CheatSheet] Cheat sheet variable not expanded in onCompletion element
JDT,127065,minor,FIXED,missing Select/Deselect All buttons in Push Down/Pull Up dialog
Core,484396,minor,FIXED,XMLHttpRequest.open throws exception on empty string url parameter
Core,782471,minor,FIXED,Add file name to JS error when ctypes.Create() fails
Core,505723,minor,FIXED,"nsWifiMonitor::DoScan seems to leak iwlib_handle after ReplaceArray(lastAccessPoints, accessPoints)"
Core,670026,minor,FIXED,"Fullscreen window from sizemode=""fullscreen"" should have windowState STATE_FULLSCREEN"
Core,376410,minor,FIXED,"Decompilation adds braces for labeled statement in loop, changing scope of ""let"""
Bugzilla,760020,minor,FIXED,Remove leftover support for single-file skins
Firefox,338443,minor,FIXED,Make it easier to hit the notificationbox close button (Fitts' law)
Core,738542,minor,FIXED,Increase plugin.scan.SunJRE from 1.3 to 1.6
Core,714411,minor,FIXED,Silence 294 warnings when building with clang due to -Wmismatched-tags
Core,347496,minor,FIXED,Dynamic changes to MathML table lines don't work
Platform,278376,minor,FIXED,NPE in Shell.WM_ENTERIDLE
Core,777687,minor,FIXED,make handling of broken %-escapes in RFC2231/5987 encoding more draconian
JDT,176293,minor,FIXED,Generate Equals/HashCode for a non-static inner class ignores outer class
Core,756382,minor,FIXED,--enable-xterm-updates with make -s spews blank lines into the console
Core,338202,minor,FIXED,Leak in nsInstallExecute::toString (xpinstall/src/nsInstallExecute.cpp)
Thunderbird,739912,minor,FIXED,Remove obsolete workaround pref editor.quotesPreformatted in TB
CDT,161277,minor,FIXED,Duplicated accelerator key in New Source File dialog
Firefox,502574,minor,FIXED,Defunct loop in onTitleChanged
Bugzilla,618161,minor,FIXED,"""our $VERSION = BUGZLILA_VERSION"" fails on Perl 5.12 if BUGZILLA_VERSION contains ""rc"" or non-numeric characters"
Bugzilla,328628,minor,FIXED,Attachment File name in utf8
Platform,191735,minor,FIXED,Plug-ins table from About dialog should show sort arrows
Bugzilla,373865,minor,FIXED,group name are missing on the group edit page
Core,471548,minor,FIXED,Add link in readme to moz-central
CDT,255973,minor,FIXED,content assist gives wrong fields for structs with same name
Core,415707,minor,FIXED,"multiple text selection improvement doesn't work with double-click ""word-by-word"" or triple-click ""paragraph"" modes"
Core,494691,minor,FIXED,nsSelectionState::DoTraverse warning: unused variable ‘item’ (shadowed by another of the same name)
Core,566639,minor,FIXED,"Recursion limit differs between TM and interpreter, take 3"
Core,451181,minor,FIXED,an unknown close tag will close any open unknown element
Core,344181,minor,FIXED,Add debugging functions for easier JS object debugging
Core,328718,minor,FIXED,GetEdgePaperMarginCoord should extend one inch
Platform,296481,minor,FIXED,AddSourceContainerDialog.createDialogArea should use super.createDialogArea
Thunderbird,763106,minor,FIXED,convert /mail/components/preferences/*.js to Services.jsm and MailServices.js
Bugzilla,353211,minor,FIXED,account/prefs/footer.html.tmpl is dead code
Platform,234375,minor,FIXED,Additional adopting of API Tooling by Team/Core
Platform,217657,minor,FIXED,[hovering] Hover + F2 with disabled rich hovers moves a bit down
JDT,211256,minor,FIXED,Refactor>ExtractConstant fails when no optional whitespace.
CDT,291628,minor,FIXED,[debug view][vm] Redundant updates on FullStackRefreshEvent
JDT,251362,minor,FIXED,Working set assignment dialog could be improved
Core,451127,minor,FIXED,"""ASSERTION: nsSimpleURI not thread-safe"" through nsInputStreamTransport destructor"
Firefox,618344,minor,FIXED,Web Console pprint() command should display something useful for functions
Core,368758,minor,FIXED,Cruftectomy: Eradicate quotesPreformatted
CDT,234952,minor,FIXED,"TVT34:TCT672: PLK: truncation in ""Explore Macro Expansion"" view"
Platform,145519,minor,FIXED,NullPointerException may be raised with FormToolkit.adapt(Composite)
Platform,300211,minor,FIXED,[Sync View][Apply Patch] Use native Synchronize naming for actions
Platform,171262,minor,FIXED,uncaught NPE in FilteredResourcesSelectionDialog
Bugzilla,365555,minor,FIXED,globbal/code-error uses strange mark up
Firefox,400838,minor,FIXED,"The Search: label in Places Organizer is a button, though it should not be."
Core,442715,minor,FIXED,-moz-border-radius does not render properly in speed.
Core,356133,minor,FIXED,Incorrect uneval for ({'' setter: function(){}})
Bugzilla,346086,minor,FIXED,attachment.cgi lets you view descriptions of private attachments even when you are not in the insidergroup
JDT,123356,minor,FIXED,Method inlining breaks runtime behavior.
Platform,128429,minor,FIXED,[Change Sets] Change Sets with / in name do not get persited
JDT,336821,minor,FIXED,Javadoc reference to constructor does not work without parameter list
Core,403296,minor,FIXED,"""WARNING: Expected surface of type Quartz, got somthing else"""
CDT,299358,minor,FIXED,Potential NPE in C++ Search when CodeReader cannot be obtained for a IFL
Platform,162232,minor,FIXED,InternalBuilder should initialize static buildManager in ctor
Platform,308311,minor,FIXED,Triming text from clipboard when you past the connection
Core,619350,minor,FIXED,"Better distinguish the various ""Potential deadlock detected"" messages"
CDT,191178,minor,FIXED,todo variable needed for templates
Bugzilla,337073,minor,FIXED,"When changing several bugs at once, the original resolution should be correctly displayed in the error message"
Bugzilla,415676,minor,FIXED,All unqualified mentions of the landfill ppm repos should be updated
Platform,173313,minor,FIXED,"[Help] Remove preference for ""Allow multiple open books"""
Thunderbird,574735,minor,FIXED,"Irritating popup message ""Connection ... timed out"" repeats approx every 2-3 minutes"
Core,549909,minor,FIXED,"When caret is between two links, focus should move to the second one"
Platform,255969,minor,FIXED,Ancestor dialog from 'Compare With > Each Other' does not cancel
CDT,204092,minor,FIXED,Improve lexicographical sort order in the Outline view
Platform,241214,minor,FIXED,[Patch] An error while saving a patch file
Core,585255,minor,FIXED,Remove nsTreeWalker usage from nsFocusManager
JDT,127995,minor,FIXED,RemoveCastOperation does not set TextEditGroup
Platform,225439,minor,FIXED,Team Project Set export wizard has conflicting mnemonics
Firefox,424534,minor,FIXED,Ellipses (...) shouldn't appear after restore in places
Core,423401,minor,FIXED,Please use a local variable and copy the string once
Core,655921,minor,FIXED,Do CSP checks fast and early in Function function
Platform,328640,minor,FIXED,Remove Trailing Whitespace command should always work on single file
Firefox,434834,minor,FIXED,Manually clearing search field in Places does not remove clear button from field.
Core,379339,minor,FIXED,nsStringAPI.h: StringBegins/EndsWith inconsistent with nsReadableUtils.cpp
Bugzilla,486057,minor,FIXED,Title of product_name_already_in_use is inconsistent with its description
Firefox,337427,minor,FIXED,URLbar/searchbox border shifts slightly when icon appears in the URLbar
Platform,329004,minor,FIXED,"ScrolledForm, TableHeader wider than 100 %"
JDT,284871,minor,FIXED,TVT35:TCT316: CHS: Duplicate Mnemonic Keys
Core,761452,minor,FIXED,Allow constructing/initializing a nsDependentJSString from a JSFlatString
CDT,280414,minor,FIXED,"Method search doesn't work in pop-up outline view (CTRL+O) when ""Group method definitions"" enabled"
Thunderbird,571239,minor,FIXED,Can't open attachments of certain saved messages
Thunderbird,432920,minor,FIXED,Thunderbird fails to check that it is the default email client on startup
Bugzilla,348281,minor,FIXED,importxml.pl dies if there is no TM or the TM is empty
Core,564792,minor,FIXED,Update libpng to version 1.4.2
Thunderbird,456168,minor,FIXED,Headers take up too much space in new arrangement
Platform,312662,minor,FIXED,TVT36:TCT239: CHS: Duplicate Mnemonic
Firefox,346311,minor,FIXED,Incorrect Icon displayed for RSS Feeds in overflow region onthe bookmarks toolbar
Firefox,777926,minor,FIXED,"Default bookmark title for error pages is ""Problem loading page"""
Core,367481,minor,FIXED,Rearrange JSContext to reduce code size
Firefox,420515,minor,FIXED,Revert RSS icon back to the universally recognized icon
JDT,221915,minor,FIXED,Clean up javadoc tags
Firefox,595436,minor,FIXED,Hitting backspace in search box with zero or one characters makes box disappear
Core,788401,minor,FIXED,Avoid warnings in EventUtils.synthesizeWheel()
Firefox,335820,minor,FIXED,engine icons in the search engine manager need padding
Core,381301,minor,FIXED,Missing brace in uneval of object with a native-function getter
Firefox,392787,minor,FIXED,"New ""Star URL"" pop up UI not aligned"
Platform,144560,minor,FIXED,NPE in ProcessConsole$InputReadJob
Firefox,337343,minor,FIXED,Reorganize searchbar class and anon-id names
Core,566552,minor,FIXED,Spell offset with an s
Core,576171,minor,FIXED,There's a link in Minefield's home page that points to a QAC addon that isn't ready to this version.
Firefox,414260,minor,FIXED,Menu icon for Error Console should be different from Stop button
Core,782602,minor,FIXED,Use NS_FAILED instead of boolean test for mBroken/IsBroken()
Bugzilla,437212,minor,FIXED,"Refresh does not update ""Severity"" field"
Platform,242583,minor,FIXED,Feature info text area in about dialog does not wrap text
Core,706515,minor,FIXED,[patch] Non-initialized variables in nsGeolocationProvider.js
Core,458331,minor,FIXED,[Mac] 308917-1.svg triggers UMR [@ SurfacePatternDrawFunc]
CDT,317075,minor,FIXED,Wrong text in exception of MapProblemPreference
Core,470964,minor,FIXED,TM: Incorrect valueOf error message
Core,472585,minor,FIXED,Workers: 'importScripts()' with no args throws an exception against spec
Platform,268819,minor,FIXED,'Workspaces' preference page's 'Remove' button should enable/disable itself more intelligently
JDT,267358,minor,FIXED,"[package explorer] [working sets] [dnd] When sorted, should not show drop target for WS"
JDT,332818,minor,FIXED,"Java formatter, Blank Lines tab, only 1st line indented when multiple lines is set"
Core,402655,minor,FIXED,Editable trees: double click for cell selection also expands/collapse container treeitem
Bugzilla,480862,minor,FIXED,relogin.cgi now just throws an error by default
Core,732317,minor,FIXED,Fix bugs in the code for displaying a certificate's issuerUniqueID and subjectUniqueID
Core,528796,minor,FIXED,"nsIBoxObject::GetScreenX/Y returns device pixels, not css pixels"
Platform,305231,minor,FIXED,DecoratorManager does not dispose decorators
Firefox,410973,minor,FIXED,Duplicate access keys in the context menu of a selected link
Core,718546,minor,FIXED,"bug389321-1.html: Use EventUtils sendChar() to send the char, not sendKey()"
Core,325400,minor,FIXED,client.mk fast-update broken under Cygwin
Core,468208,minor,FIXED,Leak txNodeTest on http://ocp.acadiau.ca/
Bugzilla,341539,minor,FIXED,Component list not filtered when a product selected on Request Queue or Edit Flag Types
CDT,344325,minor,FIXED,Remove unused dependency to org.eclipse.jface
Core,436635,minor,FIXED,Menus do not update their layout when their direction is changed
Core,366398,minor,FIXED,"On Darwin, Makefile.ref using libtool incorrectly builds libjs.so as a static library"
Core,788645,minor,FIXED,TabChild::Init returns bool instead of nsresult
Core,420925,minor,FIXED,Incorrect error message when missing argument to map()
Platform,239399,minor,FIXED,"Welcome screen for Ganymede shows ""Welcome to Eclipse 3.3"""
Firefox,364611,minor,FIXED,toggleOfflineStatus in browser.js really shouldn't ask if it can go offline when it wants to go online
CDT,236187,minor,FIXED,Make Target view add/modify dialog is not resizable horizontally.
Core,387219,minor,FIXED,"""Wrong parent style context"" with xul:scrollbox, display: list-item"
Core,741842,minor,FIXED,"Improve BCP 47 language tag support (extension, singleton, privateuse)"
CDT,234906,minor,FIXED,[Accessibility] Duplicate mnemonics in C/C++ preferences
Core,388093,minor,FIXED,CNavDTD misuses PRBool as an integer
Core,580902,minor,FIXED,"Remove ""using namespace mozilla;"" from nsSVGElement.h"
Core,350650,minor,FIXED,"js reports ""uncaught exception: unknown (can't convert to string)"""
Bugzilla,466912,minor,FIXED,The Commit button is too far on the right
Core,450177,minor,FIXED,"""TestBlockingSocket.cpp(158) : warning C4390: ';' : empty controlled statement found; is this the intent?"""
Platform,293466,minor,FIXED,CPD's 'Shortcuts' tab doesn't honour dialog font settings
Core,643537,minor,FIXED,"JSON.stringify(_1, _2, space) doesn't implement space=boxed string/number correctly"
Core,572577,minor,FIXED,Internal iteration rough edges: use AutoValueVector rather than JSIdArray or pointer/length arguments
Platform,163116,minor,FIXED,Potential for infinite loop in WordRule
Firefox,339661,minor,FIXED,Location bar dropdown does not disappear on second click
JDT,199055,minor,FIXED,[dnd] dragging multiple items in Outline view can result in unexpected copy
JDT,332521,minor,FIXED,Ctrl+1 on missing javadoc is 'Rename in file' first which wouldn't actually fix the problem
Platform,187137,minor,FIXED,Project Explorer Link with Editor tooltip verbose and truncated
Platform,179945,minor,FIXED,GC constructor thread invalid access missing from API Javadoc
Bugzilla,323521,minor,FIXED,editkeywords.cgi does not HTMLify descriptions
Thunderbird,374017,minor,FIXED,Mail item context menu has two items with 'm' accelerator
Core,482578,minor,FIXED,above website took down  Firefox  version  3.07
Core,551899,minor,FIXED,Cannot set Orientation can Page size from Print Dialog/Page Setup tab.
Core,504646,minor,FIXED,Get rid of the parser/html/javasrc symlink
Bugzilla,440259,minor,FIXED,User::match should be using Bugzilla::User->new_from_list
Firefox,679255,minor,FIXED,“Close” Button on Tabs Reacts to Spacebar but Performs No Corresponding Action
Bugzilla,349015,minor,FIXED,importxml.pl throws error if there is no bug_status in xml-mail
CDT,180673,minor,FIXED,"""Remove All Globals"" action is always enabled"
Core,604629,minor,FIXED,nsClipboard::SetNativeClipboardData leaks primitive_data
CDT,326654,minor,FIXED,[outline] The Outline view menu ordering is wrong
Bugzilla,460074,minor,FIXED,Guided bug entry creates public bugs. Expected it to have same group membership defaults as using non-guided method.
Core,399090,minor,FIXED,Wrong check for duplicated arguments in fun_xdrObject decoder
Platform,203344,minor,FIXED,DVT33:TCT780: PL: Wrong target for Shortcut Bar link?
Platform,218240,minor,FIXED,[expressions] Missing check for delegate and factory when creating watch expression
Core,351886,minor,FIXED,Compiler warning @ txMozillaTextOutput::createResultDocument in txMozillaTextOutput.cpp line 285
Platform,174569,minor,FIXED,Baseline for new Search field text doesn't match Mac platform
Core,437276,minor,FIXED,Firefox uses wrong font for Oromo text
JDT,214604,minor,FIXED,Open Type dialog ignores changes to packages after the last . (full stop) was typed.
Thunderbird,414959,minor,FIXED,Missing link on the Plugins pane of the Add-ons manager dialog
Core,323958,minor,FIXED,"""DTD verification"" is obsolete"
Core,345699,minor,FIXED,"ASSERTION: bad geometric parent: 'mFrames.ContainsFrame(aNextInFlow)', file nsContainerFrame.cpp, line 870"
Platform,310475,minor,FIXED,Fast view's system menu enables/disables unpredictably
Bugzilla,365563,minor,FIXED,admin/components/footer uses invalid mark up
JDT,170237,minor,FIXED,"Missing 'throw' in org.eclipse.ltk.internal.core.refactoring.ContentStamps.set(IDocument, ContentStamp)"
Bugzilla,364055,minor,FIXED,Message confusing when your version of DBD::foo or MySQL/Pg is too old
Core,356248,minor,FIXED,Incorrect decompilation for object literal with named getter function; property and function names are mashed together
Thunderbird,350839,minor,FIXED,SelectFolder in msgMail3PaneWindow.js fails to select a folder
Core,686775,minor,FIXED,External API version of StripWhitespace fails to strip \b
Firefox,460124,minor,FIXED,remove workaround for principal hashtable inconsistency
Firefox,420209,minor,FIXED,Mac theme includes *-hover.png images no longer in use
Core,564323,minor,FIXED,Don't use PR_MALLOC in nsJAR.cpp
Platform,268756,minor,FIXED,INavigatable of DiffTreeViewer always returns true on openSelectedChange
Firefox,594644,minor,FIXED,"Return from Private Browsing Mode, Panorama forgets tab groups, until Panorama is manually re-launched"
CDT,238852,minor,FIXED,No add @param to auto-generated Doxygen documentation if no params in method/function
Firefox,361608,minor,FIXED,possible leak in Safari profile migrator
Core,530411,minor,FIXED,Replace PR_MIN/PR_MAX with NS_MIN/NS_MAX in /extensions/java/
Thunderbird,688169,minor,FIXED,First Run message is never displayed
Platform,265839,minor,FIXED,NPE from IProxyData.setHost
Core,485012,minor,FIXED,Allow passing charset to CSSLoader->LoadSheet()
Core,760088,minor,FIXED,content/chrome/dom/plugins/test/test_clear_site_data.html ran additional tests after finish() was called
Firefox,406487,minor,FIXED,"After selecting auto-complete entry and then correcting it, pressing enter still loads auto-complete"
Firefox,544672,minor,FIXED,Installer offers to add quick launch icon despite there being no quick launch bar in Win 7
Core,367199,minor,FIXED,object-to-object conversion invokes valueOf in violation of ECMA-262 Ed.3
JDT,261909,minor,FIXED,ClassFileReader.getModifiers() answers funny bits
Core,489868,minor,FIXED,"Inconsistent display with <svg:use>, :after"
Core,494851,minor,FIXED,There are no CVS warnings. This is hg!
Core,518915,minor,FIXED,"NPAPI claims NPWindow::clipRect is only used on Mac, but that's not true"
Core,512671,minor,FIXED,libnkgnomevfs is built with Firefox in libxul-sdk builds
Firefox,344437,minor,FIXED,String cleanup for search engine confirmation dialog
CDT,178305,minor,FIXED,"Mock33:[English] Error message appears when dialog loads because text field is empty when creating a new class, source file, or header file."
Core,420973,minor,FIXED,printObj crashes on dense arrays
Core,710481,minor,FIXED,Remove tracer leftovers in CustomQS_WebGL.h
Firefox,408561,minor,FIXED,"SessionStore shouldn't observe ""app-startup"""
Core,407397,minor,FIXED,Line break remains when removing space
Platform,198545,minor,FIXED,Debug Core should use EMPTY_STRING constant
Core,373383,minor,FIXED,Text dynamically pushed below a float by a long word fails to rewrap
JDT,181496,minor,FIXED,Doc for classpathContainerPage extension is incorrect
Core,640486,minor,FIXED,Page not always rendered correctly
JDT,204803,minor,FIXED,"Source wizard uses ""Compiler compliance level"" instead of ""Source compatibility"" setting."
Core,332138,minor,FIXED,rare window alignment may incorrectly send NS_MOUSE_ENTER event
JDT,135884,minor,FIXED,Ctrl+Space does not toggle content assist groups when popup has focus
Firefox,414590,minor,FIXED,"Move [mode=""text""] toolbarbutton label styles to browser.css"
Bugzilla,547748,minor,FIXED,Wrong parsing if @foo has no data
Platform,335348,minor,FIXED,[Help][Search] searchProcessor extension point can show duplicates in alternate expression
Core,529921,minor,FIXED,RFC-2597/2598/3168 Quality-of-Service (DSCP) marking should be supported
Platform,177814,minor,FIXED,[Help] HTTP ERROR: 404 when clicking on FRAMES link in Javadoc
JDT,299044,minor,FIXED,Conflicting mnemonic in 'JUnit' launch config's 'Test' tab
Core,714572,minor,FIXED,"Fix nearly all warnings building image/ on Linux, debug, with clang"
Core,581744,minor,FIXED,Remove support for/ignore JSFUN_GETTER and JSFUN_SETTER
JDT,207965,minor,FIXED,[save actions] Format on save (edited lines) blocks Remove trailing white spaces
Core,576467,minor,FIXED,return value from clock_getres should be checked
Thunderbird,717881,minor,FIXED,The default tab icon used on Mac doesn't exist
Firefox,693389,minor,FIXED,Update urlclassifier DB for Mozilla com->org move
Platform,297247,minor,FIXED,[Webapp] In RTL mode left and right arrow keys in TOC function incorrectly
Platform,127171,minor,FIXED,[Commands] New API elements missing @since
Core,685084,minor,FIXED,unused variable 'lm' in mozilla::widget::PuppetWidget::DispatchPaintEvent()
JDT,274737,minor,FIXED,Relative Classpath entries should not be resolved relative to the workspace
Platform,275477,minor,FIXED,TasksView: Scope settings selects two (!) radio buttons
Firefox,494832,minor,FIXED,[Mac] Back/forward dropdown always looks disabled
Core,518731,minor,FIXED,JSSLOT_ARRAY_COUNT is incorrect in array returned from Object.keys
Platform,331112,minor,FIXED,History view's tag table does not remember sort order
